"Product","Status","5K Pricing","CPU Speed (MIPS)","Program Memory (KB)","Auxiliary Flash (KB)","RAM (Bytes)","EEPROM (Bytes)","I/O Pins","Pin count","Hardware RTCC","DMA Channels","nanoWatt XLP","Vbat","Comparators","ADC Modules","Total ADC Channels","ADC Mode-1 (bits)","ADC Mode-1 (ksps)","ADC Mode-2 (bits)","ADC Mode-2 (ksps)","Hardware Cap Voltage Divider (CVD)","DAC Modules","DAC Outputs","DAC bits","OpAmps","CTMU","UART","SPI","I2C","I2S","CLC","PTG","PPS","# USB Modules","# of CAN Modules","LIN","IrDA","Input Capture","Max. PWM Outputs","PWM Time Bases","PWM Resolution (bits)","PWM Resolution (ns)","Quadrature Encoder Interface (QEI)","Segment LCD","Graphics Controller","HW Encryption","Parallel Port","Max 8bit Timers","Max 16bit Timers","Max 32bit Timers","Temperature Min","Temperature Max","Operation Voltage Min","Operation Voltage Max","Packages"
"dsPIC33EP256GP504","In Production ","$2.65","70","256","0","32768","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP256GP506","In Production ","$2.86","70","256","0","32768","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP256MC202","In Production ","$2.20","70","256","0","32768","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EP256MC204","In Production ","$2.44","70","256","0","32768","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP256MC206","In Production ","$2.65","70","256","0","32768","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP256MC502","In Production ","$2.41","70","256","0","32768","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EP256MC504","In Production ","$2.65","70","256","0","32768","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP256MC506","In Production ","$2.86","70","256","0","32768","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP32GP502","In Production ","$1.58","70","32","0","4096","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EP32GP503","In Production ","$1.68","70","32","0","4096","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"dsPIC33EP32GP504","In Production ","$1.82","70","32","0","4096","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP32MC202","In Production ","$1.37","70","32","0","4096","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil 44/VTLA"
"dsPIC33EP32MC203","In Production ","$1.47","70","32","0","4096","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"dsPIC33EP32MC204","In Production ","$1.61","70","32","0","4096","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP32MC502","In Production ","$1.58","70","32","0","4096","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EP32MC503","In Production ","$1.68","70","32","0","4096","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"dsPIC33EP32MC504","In Production ","$1.82","70","32","0","4096","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP512GM304","In Production ","$4.06","70","512","0","49152","0","35","44","No","4","No","False","5","2","18","12","500","10","1100","False","2","0","4","4","Yes","4","3","2","1","0","True","Yes","0","0","Yes","Yes","8","20","2","16","7","2","0","No","No","GPIO","0","9","4","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33EP512GM306","In Production ","$4.27","70","512","0","49152","0","53","64","No","4","No","False","5","2","30","12","500","10","1100","False","2","0","4","4","Yes","4","3","2","1","0","True","Yes","0","0","Yes","Yes","8","20","2","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP512GM310","In Production ","$4.62","70","512","0","49152","0","85","100","No","4","No","False","5","2","49","12","500","10","1100","False","2","0","4","4","Yes","4","3","2","1","0","True","Yes","0","0","Yes","Yes","8","20","2","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","100/TQFP 121/TFBGA"
"dsPIC33EP512GM604","In Production ","$4.27","70","512","0","49152","0","35","44","No","4","No","False","5","2","18","12","500","10","1100","False","2","0","4","4","Yes","4","3","2","1","0","True","Yes","0","2","Yes","Yes","8","20","2","16","7","2","0","No","No","GPIO","0","9","4","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33EP512GM706","In Production ","$4.48","70","512","0","49152","0","53","64","No","4","No","False","5","2","30","12","500","10","1100","False","2","0","4","4","Yes","4","3","2","1","0","True","Yes","0","2","Yes","Yes","8","20","2","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP512GM710","In Production ","$4.83","70","512","0","49152","0","85","100","No","4","No","False","5","2","49","12","500","10","1100","False","2","0","4","4","Yes","4","3","2","1","0","True","Yes","0","2","Yes","Yes","8","20","2","16","7","2","0","No","No","PMP","0","9","4","-40","125","3","3.6","100/TQFP 121/TFBGA"
"dsPIC33EP512GP502","In Production ","$2.94","70","512","0","49152","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33EP512GP504","In Production ","$3.15","70","512","0","49152","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP512GP506","In Production ","$3.36","70","512","0","49152","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP512MC502","In Production ","$2.94","70","512","0","49152","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP"
"dsPIC33EP512MC504","In Production ","$3.15","70","512","0","32768","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP512MC506","In Production ","$3.36","70","512","0","49152","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP64GP502","In Production ","$1.86","70","64","0","8192","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EP64GP503","In Production ","$1.96","70","64","0","8192","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"dsPIC33EP64GP504","In Production ","$2.10","70","64","0","8192","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP64GP506","In Production ","$2.31","70","64","0","8192","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP64MC202","In Production ","$1.65","70","64","0","8192","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EP64MC203","In Production ","$1.75","70","64","0","8192","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"dsPIC33EP64MC204","In Production ","$1.89","70","64","0","8192","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP64MC206","In Production ","$2.10","70","64","0","8192","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EP64MC502","In Production ","$1.86","70","64","0","8192","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EP64MC503","In Production ","$1.96","70","64","0","8192","0","25","36","No","4","No","False","4","1","8","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","36/VTLA"
"dsPIC33EP64MC504","In Production ","$2.10","70","64","0","8192","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"dsPIC33EP64MC506","In Production ","$2.31","70","64","0","8192","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","1","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33EV128GM002","In Production ","$2.07","70","128","0","8192","0","21","28","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EV128GM004","In Production ","$2.31","70","128","0","8192","0","35","44","No","4","No","False","5","1","24","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","44/QFN 44/TQFP"
"dsPIC33EV128GM006","In Production ","$2.52","70","128","0","8192","0","53","64","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","64/QFN 64/TQFP"
"dsPIC33EV128GM102","In Production ","$2.28","70","128","0","8192","0","21","28","No","4","No","False","4","1","11","12","500","10","1100","False","1","1","7","3","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EV128GM104","In Production ","$2.52","70","128","0","8192","0","35","44","No","4","No","False","5","1","24","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","44/QFN 44/TQFP"
"dsPIC33EV128GM106","In Production ","$2.73","70","128","0","8192","0","53","64","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","64/QFN 64/TQFP"
"dsPIC33EV256GM002","In Production ","$2.35","70","256","0","16384","0","21","28","No","4","No","False","4","1","11","12","500","10","1100","False","1","1","7","3","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EV256GM004","In Production ","$2.59","70","256","0","16384","0","35","44","No","4","No","False","5","1","24","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","44/QFN 44/TQFP"
"dsPIC33EV256GM006","In Production ","$2.80","70","256","0","16384","0","53","64","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","64/QFN 64/TQFP"
"dsPIC33EV256GM102","In Production ","$2.56","70","256","0","16384","0","21","28","No","4","No","False","4","1","11","12","500","10","1100","False","1","1","7","3","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EV256GM104","In Production ","$2.80","70","256","0","16384","0","35","44","No","4","No","False","5","1","24","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","44/QFN 44/TQFP"
"dsPIC33EV256GM106","In Production ","$3.01","70","256","0","16384","0","53","64","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","64/QFN 64/TQFP"
"dsPIC33EV32GM002","In Production ","$1.79","70","32","0","4096","0","21","28","No","4","No","False","4","1","11","12","500","10","1100","False","1","1","7","3","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EV32GM004","In Production ","$2.03","70","32","0","4096","0","35","44","No","4","No","False","5","1","24","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","44/QFN 44/TQFP"
"dsPIC33EV32GM006","In Production ","$2.24","70","32","0","4096","0","53","64","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","64/QFN 64/TQFP"
"dsPIC33EV32GM102","In Production ","$2.00","70","32","0","4096","0","21","28","No","4","No","False","4","1","11","12","500","10","1100","False","1","1","7","3","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EV32GM104","In Production ","$2.24","70","32","0","4096","0","35","44","No","4","No","False","5","1","24","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","44/QFN 44/TQFP"
"dsPIC33EV32GM106","In Production ","$2.45","70","32","0","4096","0","53","64","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","64/QFN 64/TQFP"
"dsPIC33EV64GM002","In Production ","$1.93","70","64","0","4096","0","21","28","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EV64GM004","In Production ","$2.17","70","64","0","8192","0","35","44","No","4","No","False","5","1","24","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","44/QFN 44/TQFP"
"dsPIC33EV64GM006","In Production ","$2.38","70","64","0","8192","0","53","64","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","0","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","64/QFN 64/TQFP"
"dsPIC33EV64GM102","In Production ","$2.14","70","64","0","8192","0","21","28","No","4","No","False","4","1","11","12","500","10","1100","False","1","1","7","3","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"dsPIC33EV64GM104","In Production ","$2.38","70","64","0","8192","0","35","44","No","4","No","False","5","1","24","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","44/QFN 44/TQFP"
"dsPIC33EV64GM106","In Production ","$2.59","70","64","0","8192","0","53","64","No","4","No","False","5","1","36","12","500","10","1100","False","1","1","7","4","Yes","2","2","1","0","0","False","Yes","0","1","Yes","Yes","4","10","3","16","12","0","0","No","No","No","0","5","2","-40","150","4.5","5.5","64/QFN 64/TQFP"
"dsPIC33FJ32GS406","In Production ","$3.07","50","32","0","4096","0","53","64","No","0","No","False","0","1","16","10","2000","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","4","16","3","16","1","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ32GS606","In Production ","$3.36","50","32","0","4096","0","53","64","No","0","No","False","4","2","16","10","4000","10","4000","False","4","1","10","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","4","16","3","16","1","2","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ32GS608","In Production ","$3.85","50","32","0","4096","0","69","80","No","0","No","False","4","2","18","10","4000","10","4000","False","4","1","10","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","4","20","3","16","1","2","0","No","No","GPIO","0","5","2","-40","125","3","3.6","80/TQFP"
"dsPIC33FJ32GS610","In Production ","$4.41","50","32","0","4096","0","85","100","0","0","No","False","4","2","24","10","4000","10","4000","False","4","1","10","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","4","22","3","16","1","2","0","No","No","GPIO","0","5","2","-40","125","3","3.6","100/TQFP"
"dsPIC33FJ64GS406","In Production ","$3.35","50","64","0","8192","0","53","64","No","0","No","False","0","1","16","10","2000","0","0","False","0","0","0","0","No","2","2","2","0","0","False","No","0","0","Yes","Yes","4","16","3","16","1","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ64GS606","In Production ","$3.81","50","64","0","9216","0","53","64","No","4","No","False","4","2","16","10","4000","10","4000","False","4","1","10","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","4","16","3","16","1","2","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"dsPIC33FJ64GS608","In Production ","$4.34","50","64","0","9216","0","69","80","No","4","No","False","4","2","18","10","4000","10","4000","False","4","1","10","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","4","20","3","16","1","2","0","No","No","GPIO","0","5","2","-40","125","3","3.6","80/TQFP"
"dsPIC33FJ64GS610","In Production ","$4.89","50","64","0","9216","0","85","100","0","4","No","False","4","2","24","10","4000","10","4000","False","4","1","10","0","No","2","2","2","0","0","False","No","0","1","Yes","Yes","4","22","3","16","1","2","0","No","No","GPIO","0","5","2","-40","125","3","3.6","100/TQFP"
"PIC24EP128GP202","In Production ","$1.86","70","128","0","16384","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24EP128GP204","In Production ","$2.10","70","128","0","16384","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP128GP206","In Production ","$2.31","70","128","0","16384","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 64/QFN 64/TQFP"
"PIC24EP128MC202","In Production ","$1.86","70","128","0","16384","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24EP128MC204","In Production ","$2.10","70","128","0","16384","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
"PIC24EP128MC206","In Production ","$2.31","70","128","0","16384","0","53","64","No","4","No","False","4","1","16","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","10","2","16","7","1","0","No","No","GPIO","0","5","2","-40","125","3","3.6","64/QFN 64/TQFP"
"PIC24EP256GP202","In Production ","$2.20","70","256","0","32768","0","21","28","No","4","No","False","3","1","6","12","500","10","1100","False","1","0","4","2","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/SPDIP 28/SSOP 208mil"
"PIC24EP256GP204","In Production ","$2.44","70","256","0","32768","0","35","44","No","4","No","False","4","1","9","12","500","10","1100","False","1","0","4","3","Yes","2","2","2","0","0","True","Yes","0","0","Yes","Yes","4","4","2","16","14","0","0","No","No","GPIO","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP 44/VTLA 48/UQFN"
