"Product","Status","5K Pricing","CPU Speed (MIPS)","Program Memory (KB)","Auxiliary Flash (KB)","RAM (Bytes)","EEPROM (Bytes)","I/O Pins","Pin count","Hardware RTCC","DMA Channels","nanoWatt XLP","Vbat","Comparators","ADC Modules","Total ADC Channels","ADC Mode-1 (bits)","ADC Mode-1 (ksps)","ADC Mode-2 (bits)","ADC Mode-2 (ksps)","Hardware Cap Voltage Divider (CVD)","DAC Modules","DAC Outputs","DAC bits","OpAmps","CTMU","UART","SPI","I2C","I2S","CLC","PTG","PPS","# USB Modules","# of CAN Modules","LIN","IrDA","Input Capture","Max. PWM Outputs","PWM Time Bases","PWM Resolution (bits)","PWM Resolution (ns)","Quadrature Encoder Interface (QEI)","Segment LCD","Graphics Controller","HW Encryption","Parallel Port","Max 8bit Timers","Max 16bit Timers","Max 32bit Timers","Temperature Min","Temperature Max","Operation Voltage Min","Operation Voltage Max","Packages"
"dsPIC33EP32GS506","In Production ","$3.39","70","32","0","4096","0","53","64","No","0","No","False","4","5","22","12","3250","14","200","False","4","2","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","64/TQFP"
"dsPIC33EP64GS502","In Production ","$3.57","70","64","0","8192","0","21","28","No","0","No","False","4","5","12","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","28/QFN-S 28/SOIC 300mil 28/UQFN"
"dsPIC33EP64GS504","In Production ","$3.75","70","64","0","8192","0","35","44","No","0","No","False","4","5","19","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","44/QFN 44/TQFP"
"dsPIC33EP64GS505","Samples Available ","$3.65","70","64","0","8192","0","35","48","No","0","No","False","4","5","19","12","3250","14","200","False","4","1","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","48/TQFP"
"dsPIC33EP64GS506","In Production ","$3.93","70","64","0","8192","0","53","64","No","0","No","False","4","5","22","12","3250","14","200","False","4","2","12","0","No","2","2","2","0","0","False","Yes","0","0","No","No","4","10","5","16","1","0","0","No","No","No","0","5","2","-40","125","3","3.6","64/TQFP"
"PIC24FJ1024GA606","In Production ","$3.11","16","1024","0","32768","0","53","64","Yes","8","No","False","3","1","16","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ1024GA610","In Production ","$3.28","16","1024","0","32768","0","85","100","Yes","8","No","False","3","1","24","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ1024GB606","In Production ","$3.25","16","1024","0","32768","0","53","64","Yes","8","No","False","3","1","16","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ1024GB610","In Production ","$3.42","16","1024","0","32768","0","85","100","Yes","8","No","False","3","1","24","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ128GA406","In Production ","$3.28","16","128","0","16384","0","53","64","Yes","6","Yes","True","3","1","16","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","248","No","Yes","EPMP","0","31","15","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GA410","In Production ","$3.65","16","128","0","16384","0","85","100","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","480","No","Yes","EPMP","0","31","15","-40","85","2","3.6","100/TQFP"
"PIC24FJ128GA412","In Production ","$3.93","16","128","0","16384","0","102","121","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","512","No","Yes","EPMP","0","31","15","-40","85","2","3.6","121/TFBGA"
"PIC24FJ128GA606","In Production ","$2.80","16","128","0","32768","0","53","64","Yes","8","No","False","3","1","16","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GA610","In Production ","$2.97","16","128","0","32768","0","85","100","Yes","8","No","False","3","1","24","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ128GB406","In Production ","$3.49","16","128","0","16384","0","52","64","Yes","6","Yes","True","3","1","16","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","248","No","Yes","EPMP","0","31","15","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GB410","In Production ","$3.86","16","128","0","16384","0","84","100","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","480","No","Yes","EPMP","0","31","15","-40","85","2","3.6","100/TQFP"
"PIC24FJ128GB412","In Production ","$4.14","16","128","0","16384","0","101","121","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","512","No","Yes","EPMP","0","31","15","-40","85","2","3.6","121/TFBGA"
"PIC24FJ128GB606","In Production ","$2.94","16","128","0","32768","0","53","64","Yes","8","No","False","3","1","16","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ128GB610","In Production ","$3.11","16","128","0","32768","0","85","100","Yes","8","No","False","3","1","24","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ256GA406","In Production ","$3.44","16","256","0","16384","0","53","64","Yes","6","Yes","True","3","1","16","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","248","No","Yes","EPMP","0","31","15","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ256GA410","In Production ","$3.82","16","256","0","16384","0","85","100","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","480","No","Yes","EPMP","0","31","15","-40","85","2","3.6","100/TQFP"
"PIC24FJ256GA412","In Production ","$4.10","16","256","0","16384","0","102","121","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","512","No","Yes","EPMP","0","31","15","-40","85","2","3.6","121/TFBGA"
"PIC24FJ256GA606","In Production ","$2.88","16","256","0","32768","0","53","64","Yes","8","No","False","3","1","16","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ256GA610","In Production ","$3.05","16","256","0","32768","0","85","100","Yes","8","No","False","3","1","24","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ256GB406","In Production ","$3.65","16","256","0","16384","0","52","64","Yes","6","Yes","True","3","1","16","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","248","No","Yes","EPMP","0","31","15","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ256GB410","In Production ","$4.03","16","256","0","16384","0","84","100","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","480","No","Yes","EPMP","0","31","15","-40","85","2","3.6","100/TQFP"
"PIC24FJ256GB412","In Production ","$4.31","16","256","0","16384","0","101","121","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","512","No","Yes","EPMP","0","31","15","-40","85","2","3.6","121/TFBGA"
"PIC24FJ256GB606","In Production ","$3.02","16","256","0","32768","0","53","64","Yes","8","No","False","3","1","16","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ256GB610","In Production ","$3.19","16","256","0","32768","0","85","100","Yes","8","No","False","3","1","24","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ512GA606","In Production ","$2.98","16","512","0","32768","0","53","64","Yes","8","No","False","3","1","16","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ512GA610","In Production ","$3.16","16","512","0","32768","0","85","100","Yes","8","No","False","3","1","24","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ512GB606","In Production ","$3.12","16","512","0","32768","0","53","64","Yes","8","No","False","3","1","16","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ512GB610","In Production ","$3.30","16","512","0","32768","0","85","100","Yes","8","No","False","3","1","24","12","200","10","0","False","0","0","0","0","Yes","6","3","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","0","No","No","EPMP","0","5","2","-40","85","2","3.6","100/TQFP 121/TFBGA"
"PIC24FJ64GA406","In Production ","$3.14","16","64","0","8192","0","53","64","Yes","6","Yes","True","3","1","16","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","248","No","Yes","EPMP","0","31","15","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ64GA410","In Production ","$3.51","16","64","0","8192","0","85","100","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","480","No","Yes","EPMP","0","31","15","-40","85","2","3.6","100/TQFP"
"PIC24FJ64GA412","In Production ","$3.79","16","64","0","8192","0","102","121","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","0","0","No","No","6","6","1","16","62","0","512","No","Yes","EPMP","0","31","15","-40","85","2","3.6","121/TFBGA"
"PIC24FJ64GB406","In Production ","$3.35","16","64","0","8192","0","52","64","Yes","6","Yes","True","3","1","16","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","248","No","Yes","EPMP","0","31","15","-40","85","2","3.6","64/QFN 64/TQFP"
"PIC24FJ64GB410","In Production ","$3.72","16","64","0","8192","0","84","100","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","480","No","Yes","EPMP","0","31","15","-40","85","2","3.6","100/TQFP"
"PIC24FJ64GB412","In Production ","$4.00","16","64","0","8192","0","101","121","Yes","6","Yes","True","3","1","24","12","200","10","500","False","1","1","10","0","Yes","6","4","3","3","4","False","Yes","1","0","No","No","6","6","1","16","62","0","512","No","Yes","EPMP","0","31","15","-40","85","2","3.6","121/TFBGA"
